Geneid SRR420912 SRR420913 SRR420914 SRR420915 SRR420916 SRR420917
BGIOSGA026280 0 0 0 0 0 0
BGIOSGA026281 16 3 26 5 31 4
BGIOSGA026282 0 0 0 0 0 0
BGIOSGA026283 67 63 83 90 77 63
BGIOSGA026284 3 2 4 0 1 3
BGIOSGA026285 0 0 0 0 0 0
BGIOSGA026286 2 2 3 0 3 1
BGIOSGA026287 0 0 0 0 0 0
BGIOSGA026288 49 17 51 48 60 47
BGIOSGA026289 25 15 27 20 17 36
BGIOSGA026290 0 0 0 0 0 0
BGIOSGA026291 3 0 6 2 0 0
BGIOSGA026292 0 0 0 0 0 0
BGIOSGA026293 0 0 0 0 0 0
BGIOSGA026294 1 0 0 0 0 0
BGIOSGA026295 784 786 704 730 625 646
BGIOSGA026296 241 223 418 91 123 156
BGIOSGA026297 0 0 0 0 0 0
BGIOSGA026298 451 79 157 229 18 133
BGIOSGA026299 397 313 567 349 366 246
BGIOSGA026300 0 0 0 0 0 0
BGIOSGA026301 0 0 0 0 0 0
BGIOSGA026302 329 150 208 140 118 73
BGIOSGA026303 0 0 0 0 0 0
BGIOSGA026304 30 0 9 37 0 8
BGIOSGA026305 76 67 90 63 65 58
BGIOSGA026306 0 0 0 0 0 0
BGIOSGA026307 15 4 2 2 1 2
BGIOSGA026308 3 0 10 0 0 0
BGIOSGA026309 0 0 0 0 0 0
BGIOSGA026310 3666 1584 3271 3087 1201 1322
BGIOSGA026311 100 397 65 592 778 363
BGIOSGA026312 70 118 79 79 97 49
BGIOSGA026313 130 80 86 131 82 105
BGIOSGA026314 9 3 2 16 10 4
BGIOSGA026315 627 1018 806 519 1115 549
BGIOSGA026316 13 14 5 15 23 22
BGIOSGA026317 104 121 102 215 77 180
BGIOSGA026318 104 21 180 126 0 86
BGIOSGA026319 0 4 2 7 0 6
BGIOSGA026320 0 0 0 0 0 0
BGIOSGA026321 121 41 75 56 43 43
BGIOSGA026322 47 51 17 36 63 66
BGIOSGA026323 998 677 1360 853 835 790
BGIOSGA026324 27 60 62 59 86 58
BGIOSGA026325 5009 1745 1675 3843 1985 2099
BGIOSGA026326 220 135 241 264 131 219
BGIOSGA026327 38 14 16 24 16 25
BGIOSGA026328 1239 379 1041 813 79 314
BGIOSGA026329 11 10 15 16 23 15
BGIOSGA026330 0 6 0 13 1 0
BGIOSGA026331 0 2 0 0 0 0
BGIOSGA026332 372 1153 762 2135 131 1201
BGIOSGA026333 11 8 3 6 3 19
BGIOSGA026334 2 2 2 6 0 6
BGIOSGA026335 0 0 0 0 0 0
BGIOSGA026336 0 0 0 0 0 0
BGIOSGA026337 366 124 73 312 20 59
BGIOSGA026338 18 2 20 0 0 5
BGIOSGA026339 0 0 0 0 0 0
BGIOSGA026340 1 0 0 1 0 0
BGIOSGA026341 4 15 15 57 9 139
BGIOSGA026342 0 0 0 0 0 0
BGIOSGA026343 4 7 2 8 0 2
BGIOSGA026344 0 1 0 16 4 6
BGIOSGA026345 141 26 60 55 19 59
BGIOSGA026346 89 29 109 51 24 62
BGIOSGA026347 311 2 50 136 2 19
BGIOSGA026348 86 62 45 81 38 51
BGIOSGA026349 0 0 0 0 0 0
BGIOSGA026350 472 233 243 346 207 229
BGIOSGA026351 0 2 0 12 2 2
BGIOSGA026352 44 50 64 49 3 27
BGIOSGA026353 30 17 5 78 8 24
BGIOSGA026354 223 518 735 264 532 425
BGIOSGA026355 14 4 16 58 2 42
BGIOSGA026356 0 0 8 6 0 4
BGIOSGA026357 0 0 0 0 0 0
BGIOSGA026358 685 938 1165 752 765 429
BGIOSGA026359 2 50 6 18 74 45
BGIOSGA026360 6 170 18 176 198 185
BGIOSGA026361 0 0 0 0 0 0
BGIOSGA026362 0 0 0 0 0 0
BGIOSGA026363 101 32 25 71 64 59
BGIOSGA026364 0 0 0 2 0 2
BGIOSGA026365 0 0 0 2 0 0
BGIOSGA026366 211 16 72 118 18 28
BGIOSGA026367 191 8 9 572 1 79
BGIOSGA026368 702 536 664 557 879 659
BGIOSGA026369 962 631 237 956 643 994
BGIOSGA026370 1291 1976 2185 1939 1535 1842
BGIOSGA026371 147 127 221 176 126 164
BGIOSGA026372 0 10 0 64 11 66
BGIOSGA026373 62 51 14 37 12 40
BGIOSGA026374 97 135 112 140 193 349
BGIOSGA026375 986 419 374 1351 37 1457
BGIOSGA026376 1654 535 533 1445 593 776
BGIOSGA026377 430 226 115 354 250 257
BGIOSGA026378 46 274 39 119 209 222
BGIOSGA026379 0 6 9 7 2 6
BGIOSGA026380 795 284 250 578 254 478
BGIOSGA026381 1446 1433 974 2427 1489 1937
BGIOSGA026382 0 0 0 0 0 0
BGIOSGA026383 65 53 47 48 41 52
BGIOSGA026384 156 0 10 45 0 15
BGIOSGA026385 15 8 0 7 8 2
BGIOSGA026386 0 0 0 0 0 0
BGIOSGA026387 6482 582 317 7505 21 1016
BGIOSGA026388 84 0 2 138 6 10
BGIOSGA026389 323 10 26 312 5 173
BGIOSGA026390 844 138 88 240 0 28
BGIOSGA026391 0 0 0 0 0 0
BGIOSGA026392 0 0 0 0 0 0
BGIOSGA026393 96 1 2 25 0 6
BGIOSGA026394 158 1390 56 41 1595 194
BGIOSGA026395 2 2 0 10 0 0
BGIOSGA026396 938 151 296 918 59 233
BGIOSGA026397 0 0 0 0 0 0
BGIOSGA026398 360 2701 835 263 2697 1011
BGIOSGA026399 6 234 14 4 381 38
BGIOSGA026400 3 0 0 4 0 0
BGIOSGA026401 209 428 170 82 907 485
BGIOSGA026402 752 496 1088 927 615 803
BGIOSGA026403 127 36 114 47 0 39
BGIOSGA026404 311 103 242 147 129 107
BGIOSGA026405 313 94 38 201 6 152
BGIOSGA026406 1105 629 380 379 644 356
BGIOSGA026407 38 119 44 92 74 163
BGIOSGA026408 358 321 207 511 179 216
BGIOSGA026409 0 0 0 0 0 0
BGIOSGA026410 9325 4031 870 4624 1740 1241
BGIOSGA026411 136 2 0 176 0 1
BGIOSGA026412 0 0 0 3 0 2
BGIOSGA026413 9 5 0 3 0 0
BGIOSGA026414 0 0 2 0 0 0
BGIOSGA026415 0 0 0 0 0 0
BGIOSGA026416 124 61 165 100 24 160
BGIOSGA026417 0 0 0 0 0 0
BGIOSGA026418 0 0 0 0 0 0
BGIOSGA026419 14 0 5 26 0 16
BGIOSGA026420 56 29 157 131 58 127
BGIOSGA026421 35 100 19 35 104 21
BGIOSGA026422 188 134 226 208 107 161
BGIOSGA026423 42 715 63 71 663 166
BGIOSGA026424 3 1 0 3 1 2
BGIOSGA026425 216 336 270 280 60 263
BGIOSGA026426 48 27 56 40 5 59
BGIOSGA026427 127 69 106 106 78 104
BGIOSGA026428 942 1778 1115 1127 1674 1541
BGIOSGA026429 54 25 24 26 18 22
BGIOSGA026430 19 239 19 23 85 91
BGIOSGA026431 7 16 18 10 28 6
BGIOSGA026432 0 0 0 0 0 0
BGIOSGA026433 103 135 339 108 268 174
BGIOSGA026434 98 0 15 10 2 2
BGIOSGA026435 4 0 0 3 0 2
BGIOSGA026436 18 0 0 44 0 2
BGIOSGA026437 633 297 252 412 168 266
BGIOSGA026438 0 6 0 16 2 0
BGIOSGA026439 238 91 198 289 61 186
BGIOSGA026440 186 32 50 102 4 20
BGIOSGA026441 310 115 146 172 107 232
BGIOSGA026442 284 110 229 109 89 96
BGIOSGA026443 606 157 297 242 25 373
BGIOSGA026444 4 0 0 2 0 2
BGIOSGA026445 283 112 297 203 134 126
BGIOSGA026446 904 400 1287 1186 566 629
BGIOSGA026447 595 461 544 417 371 320
BGIOSGA026448 8 13 13 3 1 7
BGIOSGA026449 510 397 934 782 370 592
BGIOSGA026450 0 0 0 1 0 0
BGIOSGA026451 178 106 88 192 86 173
BGIOSGA026452 104 73 109 148 62 100
BGIOSGA026453 109 86 126 206 93 233
BGIOSGA026454 10 19 21 8 18 19
BGIOSGA026455 34 0 49 41 0 32
BGIOSGA026456 2 0 0 0 0 0
BGIOSGA026457 353 176 290 270 155 204
BGIOSGA026458 25 6 6 12 2 8
BGIOSGA026459 54 35 40 147 8 120
BGIOSGA026460 12 14 3 7 2 3
BGIOSGA026461 0 0 0 0 0 0
BGIOSGA026462 488 285 246 309 218 209
BGIOSGA026463 140 54 20 106 115 91
BGIOSGA026464 0 0 0 0 0 0
BGIOSGA026465 5 10 4 17 8 8
BGIOSGA026466 6 0 0 8 5 2
BGIOSGA026467 932 1247 1393 1551 1362 1279
BGIOSGA026468 35 4 1 36 0 4
BGIOSGA026469 4 3 2 40 0 8
BGIOSGA026470 320 152 168 285 202 237
BGIOSGA026471 1756 698 1085 1641 718 1368
BGIOSGA026472 13 52 54 12 7 17
BGIOSGA026473 37 4 18 10 3 20
BGIOSGA026474 71 22 55 62 3 29
BGIOSGA026475 2318 2106 2736 2629 1578 1852
BGIOSGA026476 157 300 58 116 537 192
BGIOSGA026477 6 7 6 4 0 12
BGIOSGA026478 1 0 0 0 2 0
BGIOSGA026479 0 0 0 0 0 0
BGIOSGA026480 201 404 89 465 589 392
BGIOSGA026481 769 1243 1085 905 1274 721
BGIOSGA026482 475 139 290 414 81 213
BGIOSGA026483 10 0 0 2 0 0
BGIOSGA026484 10 0 10 161 2 52
BGIOSGA026485 56 25 44 92 68 48
BGIOSGA026486 141 7 15 50 0 22
BGIOSGA026487 6 12 2 8 6 3
BGIOSGA026488 259 272 342 407 462 388
BGIOSGA026489 88 50 58 54 90 73
BGIOSGA026490 190 141 112 240 150 200
BGIOSGA026491 738 553 506 424 374 430
BGIOSGA026492 0 0 0 0 0 0
BGIOSGA026493 1121 420 767 712 8 293
BGIOSGA026494 127 394 261 132 287 213
BGIOSGA026495 830 1953 1140 1334 358 590
BGIOSGA026496 0 0 0 0 0 0
BGIOSGA026497 0 0 0 0 0 0
BGIOSGA026498 0 0 0 0 0 0
BGIOSGA026499 0 0 0 0 0 0
BGIOSGA026500 0 0 0 0 0 0
BGIOSGA026501 313 346 250 284 306 192
BGIOSGA026502 0 0 0 2 0 0
BGIOSGA026503 0 0 0 0 0 0
BGIOSGA026504 21 1 1 46 1 0
BGIOSGA026505 168 104 84 523 116 256
BGIOSGA026506 290 342 384 305 244 165
BGIOSGA026507 0 0 0 1 0 0
BGIOSGA026508 0 0 0 0 0 0
BGIOSGA026509 547 426 566 481 147 421
BGIOSGA026510 518 269 180 442 200 126
BGIOSGA026511 2 2 0 0 0 0
BGIOSGA026512 4 2 2 5 0 2
BGIOSGA026513 589 133 265 308 65 45
BGIOSGA026514 145 533 133 446 914 551
BGIOSGA026515 15 8 11 8 11 8
BGIOSGA026516 1 0 0 10 0 0
BGIOSGA026517 1 2 0 0 0 0
BGIOSGA026518 18 77 2 22 90 58
BGIOSGA026519 4 0 2 4 0 0
BGIOSGA026520 27 166 29 56 206 122
BGIOSGA026521 0 1 0 12 0 0
BGIOSGA026522 14 5 1 35 0 0
BGIOSGA026523 793 321 391 420 154 176
BGIOSGA026524 1613 889 1126 819 863 767
BGIOSGA026525 2 8 2 9 6 8
BGIOSGA026526 607 1026 831 639 1210 739
BGIOSGA026527 48 252 67 115 89 87
BGIOSGA026528 0 0 0 0 0 0
BGIOSGA026529 53 50 30 80 93 78
BGIOSGA026530 22 0 0 138 8 24
BGIOSGA026531 28 105 12 49 60 44
BGIOSGA026532 9 30 22 68 59 219
BGIOSGA026533 532 202 474 591 57 363
BGIOSGA026534 18 0 8 8 0 0
BGIOSGA026535 29 153 48 428 53 152
BGIOSGA026536 31 17 30 6 2 9
BGIOSGA026537 17 28 40 35 16 64
BGIOSGA026538 326 156 241 225 128 129
BGIOSGA026539 408 228 430 484 164 357
BGIOSGA026540 578 114 30 280 11 101
BGIOSGA026541 6 0 0 2 0 1
BGIOSGA026542 0 0 0 0 0 0
BGIOSGA026543 2 3 2 0 2 1
BGIOSGA026544 0 2 0 0 0 0
BGIOSGA026545 0 6 0 0 3 0
BGIOSGA026546 6 78 6 9 85 35
BGIOSGA026547 9 118 10 13 151 18
BGIOSGA026548 218 206 67 154 373 437
BGIOSGA026549 1689 648 1097 1162 379 563
BGIOSGA026550 0 0 0 0 0 0
BGIOSGA026551 0 0 0 0 0 0
BGIOSGA026552 1438 836 1102 1251 791 760
BGIOSGA026553 39 150 62 24 220 51
BGIOSGA026554 15 115 133 10 97 45
BGIOSGA026555 0 2 0 3 4 2
BGIOSGA026556 0 0 0 0 0 0
BGIOSGA026557 0 0 1 0 0 0
BGIOSGA026558 0 0 0 0 0 0
BGIOSGA026559 0 0 0 0 0 0
BGIOSGA026560 0 0 0 0 0 0
BGIOSGA026561 67 50 22 77 52 45
BGIOSGA026562 106 493 197 96 573 108
BGIOSGA026563 263 87 59 351 16 144
BGIOSGA026564 0 0 0 0 0 0
BGIOSGA026565 0 0 0 0 0 0
BGIOSGA026566 2 34 2 1 12 6
BGIOSGA026567 20 494 157 8 1160 519
BGIOSGA026568 0 0 0 0 0 0
BGIOSGA026569 3 0 2 12 0 0
BGIOSGA026570 37 0 9 29 0 12
BGIOSGA026571 178 30 78 96 18 78
BGIOSGA026572 95 63 90 97 83 99
BGIOSGA026573 207 69 300 104 2 51
BGIOSGA026574 631 669 819 478 797 640
BGIOSGA026575 191 105 221 124 131 135
BGIOSGA026576 34 77 16 3 2 1
BGIOSGA026577 12 0 0 10 0 3
BGIOSGA026578 359 565 233 972 583 892
BGIOSGA026579 310 77 100 144 29 101
BGIOSGA026580 1346 1365 1310 2386 1297 1864
BGIOSGA026581 0 0 0 0 0 0
BGIOSGA026582 0 2 0 0 0 0
BGIOSGA026583 2 2 0 12 3 6
BGIOSGA026584 58 30 45 21 6 59
BGIOSGA026585 0 0 0 0 0 0
BGIOSGA026586 960 558 1008 780 386 650
BGIOSGA026587 6 2 0 2 0 5
BGIOSGA026588 321 60 38 168 36 241
BGIOSGA026589 2577 1114 1005 1954 1008 1407
BGIOSGA026590 483 351 179 317 286 277
BGIOSGA026591 256 132 362 264 143 224
BGIOSGA026592 73 30 59 109 16 73
BGIOSGA026593 1907 459 840 1203 259 641
BGIOSGA026594 101 16 55 87 14 115
BGIOSGA026595 2 3 0 2 0 2
BGIOSGA026596 0 1 0 0 0 0
BGIOSGA026597 0 0 0 0 0 0
BGIOSGA026598 2 0 0 0 6 0
BGIOSGA026599 85 52 78 98 36 60
BGIOSGA026600 0 0 0 0 0 0
BGIOSGA026601 0 0 0 0 0 0
BGIOSGA026602 54 55 47 70 57 81
BGIOSGA026603 132 518 133 90 662 191
BGIOSGA026604 0 6 0 0 2 6
BGIOSGA026605 0 0 0 0 0 0
BGIOSGA026606 0 0 2 1 0 2
BGIOSGA026607 8 0 16 2 0 2
BGIOSGA026608 11 0 4 34 0 17
BGIOSGA026609 19 4 20 21 2 12
BGIOSGA026610 38 8 17 18 13 24
BGIOSGA026611 0 0 0 0 0 0
BGIOSGA026612 10 0 0 48 8 8
BGIOSGA026613 3 2 2 4 0 5
BGIOSGA026614 18 8 2 4 14 6
BGIOSGA026615 89 49 61 47 12 24
BGIOSGA026616 0 2 0 2 0 4
BGIOSGA026617 0 0 1 0 0 0
BGIOSGA026618 0 0 0 1 0 0
BGIOSGA026619 4 20 0 44 14 33
BGIOSGA026620 266 1095 399 278 1049 353
BGIOSGA026621 16 40 9 28 52 176
BGIOSGA026622 0 0 0 0 0 0
BGIOSGA026623 127 120 152 156 145 142
BGIOSGA026624 0 0 2 0 0 2
BGIOSGA026625 110 17 42 139 4 69
BGIOSGA026626 0 0 0 0 0 0
BGIOSGA026627 795 1990 769 315 2701 806
BGIOSGA026628 0 0 2 8 2 10
BGIOSGA026629 923 367 659 368 167 356
BGIOSGA026630 707 351 830 847 202 699
BGIOSGA026631 0 0 0 0 0 0
BGIOSGA026632 0 0 0 0 0 0
BGIOSGA026633 0 0 0 0 0 0
BGIOSGA026634 0 0 0 0 0 0
BGIOSGA026635 2 0 0 2 0 0
BGIOSGA026636 0 2 0 0 0 0
BGIOSGA026637 0 0 0 0 0 0
BGIOSGA026638 0 0 2 2 2 2
BGIOSGA026639 0 0 0 0 0 0
BGIOSGA026640 0 0 0 0 0 0
BGIOSGA026641 0 0 0 0 0 0
BGIOSGA026642 2 0 0 0 0 0
BGIOSGA026643 627 364 385 405 176 175
BGIOSGA026644 10 2 14 66 2 58
BGIOSGA026645 2 5 2 6 0 7
BGIOSGA026646 81 16 24 55 24 32
BGIOSGA026647 0 2 0 0 0 0
BGIOSGA026648 2 2 0 0 6 4
BGIOSGA026649 0 0 0 0 0 0
BGIOSGA026650 42 4 45 45 26 21
BGIOSGA026651 0 0 0 0 0 0
BGIOSGA026652 0 0 0 0 0 0
BGIOSGA026653 4 8 0 34 22 14
BGIOSGA026654 1 6 20 3 5 111
BGIOSGA026655 1023 645 1239 1217 1004 771
BGIOSGA026656 52 16 38 56 16 19
BGIOSGA026657 1148 454 512 642 284 352
BGIOSGA026658 4 4 6 13 12 12
BGIOSGA026659 92 18 63 51 2 33
BGIOSGA026660 0 0 0 0 0 0
BGIOSGA026661 740 664 962 912 622 783
BGIOSGA026662 0 0 0 0 0 0
BGIOSGA026663 0 0 0 0 0 0
BGIOSGA026664 0 0 0 0 0 2
BGIOSGA026665 148 116 8 858 6 89
BGIOSGA026666 46 20 33 81 0 65
BGIOSGA026667 0 0 0 0 0 0
BGIOSGA026668 66 13 43 62 6 22
BGIOSGA026669 206 186 169 239 266 260
BGIOSGA026670 4 5 0 1 0 2
BGIOSGA026671 269 429 543 565 196 735
BGIOSGA026672 292 419 404 390 414 429
BGIOSGA026673 638 526 418 625 406 557
BGIOSGA026674 44 67 37 39 48 55
BGIOSGA026675 1143 2099 1430 884 1809 959
BGIOSGA026676 35 68 71 42 57 27
BGIOSGA026677 80 66 8 270 36 80
BGIOSGA026678 12 8 6 12 1 7
BGIOSGA026679 0 0 0 0 0 0
BGIOSGA026680 0 0 0 0 0 0
BGIOSGA026681 341 161 226 427 165 187
BGIOSGA026682 5 7 2 12 2 12
BGIOSGA026683 46 13 16 59 29 61
BGIOSGA026684 253 0 0 188 0 0
BGIOSGA026685 0 0 0 0 0 0
BGIOSGA026686 3 10 2 18 9 16
BGIOSGA026687 419 1089 618 704 671 870
BGIOSGA026688 1052 767 812 1080 511 589
BGIOSGA026689 56 9 19 42 8 18
BGIOSGA026690 204 159 251 297 72 179
BGIOSGA026691 2 0 0 0 0 0
BGIOSGA026692 42 6 2 40 0 4
BGIOSGA026693 2 2 0 0 0 0
BGIOSGA026694 0 0 0 0 0 0
BGIOSGA026695 0 0 0 0 2 0
BGIOSGA026696 8 11 5 17 18 23
BGIOSGA026697 65 557 12 238 671 364
BGIOSGA026698 81 127 155 136 115 117
BGIOSGA026699 0 102 48 2 10 20
BGIOSGA026700 13 2 20 15 2 13
BGIOSGA026701 0 0 0 0 0 0
BGIOSGA026702 0 0 0 0 0 0
BGIOSGA026703 0 0 0 0 0 0
BGIOSGA026704 7 0 2 3 0 0
BGIOSGA026705 237 60 177 503 18 153
BGIOSGA026706 697 19 55 497 0 74
BGIOSGA026707 31 0 8 38 0 18
BGIOSGA026708 238 102 87 146 132 161
BGIOSGA026709 12 0 6 0 0 0
BGIOSGA026710 0 0 0 0 0 0
BGIOSGA026711 0 0 0 0 0 0
BGIOSGA026712 55 28 69 77 33 57
BGIOSGA026713 118 2 12 98 0 40
BGIOSGA026714 0 0 0 0 0 2
BGIOSGA026715 730 343 249 739 271 931
BGIOSGA026716 0 0 0 13 0 11
BGIOSGA026717 29 26 1 48 28 28
BGIOSGA026718 152 161 250 226 133 143
BGIOSGA026719 4 0 0 0 2 0
BGIOSGA026720 17 2 2 8 0 4
BGIOSGA026721 58 7 5 1087 17 363
BGIOSGA026722 537 65 52 179 16 265
BGIOSGA026723 0 0 0 2 0 2
BGIOSGA026724 0 6 0 2 8 0
BGIOSGA026725 4 0 6 2 0 6
BGIOSGA026726 9 28 24 3 8 6
BGIOSGA026727 0 0 0 0 0 0
BGIOSGA026728 0 0 0 0 0 0
BGIOSGA026729 1 0 2 1 0 0
BGIOSGA026730 7892 963 2575 1256 472 1442
BGIOSGA026731 189 41 73 227 32 95
BGIOSGA026732 280 409 140 684 403 581
BGIOSGA026733 241 119 232 204 78 146
BGIOSGA026734 83 22 62 171 40 158
BGIOSGA026735 7 4 0 27 4 18
BGIOSGA026736 75 3 12 145 6 61
BGIOSGA026737 101 36 28 427 10 104
BGIOSGA026738 2646 2516 516 1990 952 1482
BGIOSGA026739 140 84 106 123 155 104
BGIOSGA026740 568 170 413 299 244 208
BGIOSGA026741 62 36 22 52 4 21
BGIOSGA026742 0 0 0 0 0 0
BGIOSGA026743 0 0 0 0 0 0
BGIOSGA026744 12 34 29 9 7 13
BGIOSGA026745 0 0 0 0 0 0
BGIOSGA026746 22 83 14 36 55 31
BGIOSGA026747 0 0 0 0 0 0
BGIOSGA026748 2 0 1 3 0 2
BGIOSGA026749 148 123 83 269 269 559
BGIOSGA026750 320 749 291 232 962 495
BGIOSGA026751 0 0 2 0 0 0
BGIOSGA026752 0 0 0 0 0 0
BGIOSGA026753 0 0 0 0 0 0
BGIOSGA026754 0 2 0 2 0 0
BGIOSGA026755 102 120 36 197 110 120
BGIOSGA026756 0 0 0 0 0 0
BGIOSGA026757 56 51 18 52 74 38
BGIOSGA026758 0 0 0 0 0 0
BGIOSGA026759 16 36 4 37 48 32
BGIOSGA026760 0 0 0 0 0 0
BGIOSGA026761 0 0 0 0 0 0
BGIOSGA026762 0 0 0 0 0 0
BGIOSGA026763 79 10 36 48 17 45
BGIOSGA026764 712 405 551 1189 382 619
BGIOSGA026765 75 152 43 117 251 179
BGIOSGA026766 2 137 31 31 82 68
BGIOSGA026767 0 0 0 0 0 0
BGIOSGA026768 0 1 1 4 0 0
BGIOSGA026769 13 4 0 28 2 9
BGIOSGA026770 930 1313 1144 2543 1851 3243
BGIOSGA026771 4 0 2 1 0 2
BGIOSGA026772 0 0 0 0 0 0
BGIOSGA026773 130 324 59 2162 163 732
BGIOSGA026774 0 0 0 0 0 0
BGIOSGA026775 0 0 2 0 0 0
BGIOSGA026776 25 23 8 31 11 6
BGIOSGA026777 538 488 288 817 623 437
BGIOSGA026778 48 40 117 93 61 97
BGIOSGA026779 7 0 0 5 0 3
BGIOSGA026780 141 165 113 208 155 202
BGIOSGA026781 0 30 2 0 17 12
BGIOSGA026782 0 0 0 0 0 0
BGIOSGA026783 19 54 61 114 78 112
BGIOSGA026784 35 143 13 167 128 322
BGIOSGA026785 1117 13778 1539 1084 16941 4012
BGIOSGA026786 523 9264 2077 138 8158 2026
BGIOSGA026787 487 479 579 259 383 274
BGIOSGA026788 71 21 2 80 31 52
BGIOSGA026789 0 0 0 2 0 0
BGIOSGA026790 4 0 1 4 0 0
BGIOSGA026791 21 47 8 27 274 26
BGIOSGA026792 8 2 12 11 24 8
BGIOSGA026793 229 207 140 269 245 311
BGIOSGA026794 0 0 0 0 2 0
BGIOSGA026795 0 7 0 8 6 4
BGIOSGA026796 4315 12552 7641 3325 13029 5541
BGIOSGA026797 0 0 0 0 0 0
BGIOSGA026798 1 0 0 0 0 2
BGIOSGA026799 282 330 541 377 321 510
BGIOSGA026800 780 5701 1290 740 11663 4110
BGIOSGA026801 470 567 555 412 649 473
BGIOSGA026802 0 0 2 17 1 12
BGIOSGA026803 1948 1257 994 1726 544 645
BGIOSGA026804 59 38 36 41 40 72
BGIOSGA026805 2 0 0 0 0 0
BGIOSGA026806 0 0 0 0 0 1
BGIOSGA026807 43 50 126 145 45 119
BGIOSGA026808 821 537 289 1522 221 577
BGIOSGA026809 0 0 0 0 0 0
BGIOSGA026810 178 120 76 587 37 162
BGIOSGA026811 0 0 0 0 0 0
BGIOSGA026812 0 0 0 0 0 0
BGIOSGA026813 0 0 0 0 0 0
BGIOSGA026814 0 0 0 1 0 0
BGIOSGA026815 42 40 10 233 24 24
BGIOSGA026816 218 172 209 255 171 175
BGIOSGA026817 0 0 0 0 0 0
BGIOSGA026818 9 84 25 34 162 94
BGIOSGA026819 2 9 7 4 24 4
BGIOSGA026820 0 0 0 0 0 0
BGIOSGA026821 0 22 6 4 55 8
BGIOSGA026822 0 0 0 0 0 0
BGIOSGA026823 16 47 97 111 48 492
BGIOSGA026824 0 0 0 0 0 0
BGIOSGA026825 2 11 8 85 3 57
BGIOSGA026826 0 0 0 0 0 0
BGIOSGA026827 334 200 523 400 336 568
BGIOSGA026828 0 0 0 0 0 0
BGIOSGA026829 1 0 0 4 0 2
BGIOSGA026830 0 0 0 0 0 0
BGIOSGA026831 0 0 0 0 0 0
BGIOSGA026832 0 0 0 0 0 0
BGIOSGA026833 0 0 0 0 0 0
BGIOSGA026834 103 297 92 59 186 43
BGIOSGA026835 38 8 2 97 26 37
BGIOSGA026836 109 61 45 98 12 52
BGIOSGA026837 0 0 0 2 0 0
BGIOSGA026838 0 0 0 0 0 0
BGIOSGA026839 1 20 1 1 36 1
BGIOSGA026840 0 0 0 1 2 0
BGIOSGA026841 25 19 10 19 50 30
BGIOSGA026842 0 0 0 0 0 0
BGIOSGA026843 0 0 0 0 0 0
BGIOSGA026844 222 194 221 182 175 168
BGIOSGA026845 63 44 122 58 73 45
BGIOSGA026846 4 0 0 0 0 0
BGIOSGA026847 0 0 0 5 0 2
BGIOSGA026848 0 0 0 0 0 0
BGIOSGA026849 119 2961 824 281 8263 1384
BGIOSGA026850 0 0 0 0 0 0
BGIOSGA026851 44 2 0 61 2 26
BGIOSGA026852 902 260 350 545 231 316
BGIOSGA026853 225 441 80 250 306 208
BGIOSGA026854 0 0 1 4 2 8
BGIOSGA026855 0 0 0 0 0 0
BGIOSGA026856 0 0 0 0 0 0
BGIOSGA026857 116 55 83 105 19 79
BGIOSGA026858 2 0 18 2 0 1
BGIOSGA026859 155 95 247 159 128 95
BGIOSGA026860 152 65 226 144 105 213
BGIOSGA026861 7 0 6 12 0 2
BGIOSGA026862 80 56 160 114 70 84
BGIOSGA026863 36 42 66 64 56 52
BGIOSGA026864 65 28 113 42 25 64
BGIOSGA026865 37 25 30 52 7 23
BGIOSGA026866 87 594 55 1103 331 704
BGIOSGA026867 0 0 0 0 0 0
BGIOSGA026868 0 0 0 0 0 0
BGIOSGA026869 0 0 0 0 0 0
BGIOSGA026870 0 0 0 0 0 0
BGIOSGA026871 0 17 5 0 20 2
BGIOSGA026872 986 87 96 302 4 56
BGIOSGA026873 66 85 176 110 96 73
BGIOSGA026874 0 0 1 0 0 0
BGIOSGA026875 0 0 0 0 0 0
BGIOSGA026876 0 0 0 0 0 0
BGIOSGA026877 0 22 0 0 4 0
BGIOSGA026878 0 0 0 0 0 0
BGIOSGA026879 53 286 186 35 143 230
BGIOSGA026880 8 4 2 4 0 4
BGIOSGA026881 8 0 0 10 2 0
BGIOSGA026882 0 0 0 0 0 0
BGIOSGA026883 0 0 0 2 0 0
BGIOSGA026884 122 110 259 149 74 155
BGIOSGA026885 46 39 21 40 43 35
BGIOSGA026886 298 509 596 290 382 322
BGIOSGA026887 0 0 0 0 0 0
BGIOSGA026888 344 456 497 346 425 385
BGIOSGA026889 0 0 2 4 0 2
BGIOSGA026890 0 2 0 0 0 4
BGIOSGA026891 101 74 6 108 84 111
BGIOSGA026892 0 0 0 0 0 0
BGIOSGA026893 61 123 243 87 97 109
BGIOSGA026894 0 0 0 0 0 0
BGIOSGA026895 664 216 549 381 107 215
BGIOSGA026896 2 0 0 7 0 0
BGIOSGA026897 349 2671 360 95 1505 279
BGIOSGA026898 245 112 157 252 55 94
BGIOSGA026899 407 430 986 491 268 547
BGIOSGA026900 96 182 104 73 218 95
BGIOSGA026901 639 187 182 579 238 317
BGIOSGA026902 0 0 0 0 0 0
BGIOSGA026903 0 3 0 4 9 0
BGIOSGA026904 153 67 116 125 54 61
BGIOSGA026905 32 194 81 36 272 96
